[legacy_mvp]
analyze_k_stats.py | tracked=true | legacy MVP/raw-scan path not part of current mainline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- analyze_k_stats.py
reports/s5e10_s5e9_s5e8_s5e7_s5e6_s5e5_s5e4_s5e3_s5e2_orbslam3_comparison.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/s5e10_s5e9_s5e8_s5e7_s5e6_s5e5_s5e4_s5e3_s5e2_orbslam3_comparison.md
reports/s5e11_correspondence_parallax_translation_geometry_report.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/s5e11_correspondence_parallax_translation_geometry_report.md
reports/s5e11_s5e10_s5e9_s5e8_s5e7_s5e6_s5e5_s5e4_s5e3_s5e2_orbslam3_comparison.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/s5e11_s5e10_s5e9_s5e8_s5e7_s5e6_s5e5_s5e4_s5e3_s5e2_orbslam3_comparison.md
reports/s5e12_real_correspondence_feature_gate_report.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/s5e12_real_correspondence_feature_gate_report.md
reports/s5e12_s5e11_s5e10_s5e9_s5e8_s5e7_s5e6_s5e5_s5e4_s5e3_s5e2_orbslam3_comparison.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/s5e12_s5e11_s5e10_s5e9_s5e8_s5e7_s5e6_s5e5_s5e4_s5e3_s5e2_orbslam3_comparison.md
reports/s5e13_correspondence_weighted_dataset_audit.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/s5e13_correspondence_weighted_dataset_audit.md
reports/s5e13_real_correspondence_signed_direction_report.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/s5e13_real_correspondence_signed_direction_report.md
reports/s5e13_s5e12_s5e9_s5e6_to_s5e2_orbslam3_comparison.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/s5e13_s5e12_s5e9_s5e6_to_s5e2_orbslam3_comparison.md
reports/s5e14_observable_edge_direction_refinement_report.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/s5e14_observable_edge_direction_refinement_report.md
reports/s5e14_s5e13_s5e12_s5e9_orbslam3_comparison.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/s5e14_s5e13_s5e12_s5e9_orbslam3_comparison.md
reports/s5e15_s5e14_s5e13_s5e9_orbslam3_comparison.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/s5e15_s5e14_s5e13_s5e9_orbslam3_comparison.md
reports/s5e15_scale_deunderfit_antiparallel_report.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/s5e15_scale_deunderfit_antiparallel_report.md
reports/s5e16_confidence_calibrated_sign_scale_router_report.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/s5e16_confidence_calibrated_sign_scale_router_report.md
reports/s5e16_s5e15_s5e14_s5e13_s5e9_orbslam3_comparison.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/s5e16_s5e15_s5e14_s5e13_s5e9_orbslam3_comparison.md
reports/s5e17_router_activation_threshold_repair_report.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/s5e17_router_activation_threshold_repair_report.md
reports/s5e17_s5e16_s5e15_orbslam3_comparison.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/s5e17_s5e16_s5e15_orbslam3_comparison.md
reports/s5e18_equirectangular_bearing_flow_report.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/s5e18_equirectangular_bearing_flow_report.md
reports/s5e18_s5e17_s5e15_orbslam3_comparison.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/s5e18_s5e17_s5e15_orbslam3_comparison.md
reports/s5e19_rotation_compensated_multiframe_geometry_report.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/s5e19_rotation_compensated_multiframe_geometry_report.md
reports/s5e19_s5e15_s5e18_orbslam3_comparison.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/s5e19_s5e15_s5e18_orbslam3_comparison.md
reports/s5e19b_noop_export_path_audit.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/s5e19b_noop_export_path_audit.md
reports/s5e19c_real_direction_training_no_fallback_report.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/s5e19c_real_direction_training_no_fallback_report.md
reports/s5e19c_s5e19_s5e15_orbslam3_comparison.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/s5e19c_s5e19_s5e15_orbslam3_comparison.md
reports/s5e19d_direction_training_failure_audit.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/s5e19d_direction_training_failure_audit.md
reports/s5e1_orbslam3_external_comparison.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/s5e1_orbslam3_external_comparison.md
reports/s5e1_traceable_adjacent_dense_candidate_report.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/s5e1_traceable_adjacent_dense_candidate_report.md
reports/s5e20_s5e19c_s5e15_orbslam3_comparison.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/s5e20_s5e19c_s5e15_orbslam3_comparison.md
reports/s5e20_true_kstep_composition_supervision_report.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/s5e20_true_kstep_composition_supervision_report.md
reports/s5e21_no_harm_observability_gated_refinement_report.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/s5e21_no_harm_observability_gated_refinement_report.md
reports/s5e21_s5e20_s5e15_orbslam3_comparison.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/s5e21_s5e20_s5e15_orbslam3_comparison.md
reports/s5e2_adjacent_dense_candidate_report.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/s5e2_adjacent_dense_candidate_report.md
reports/s5e2_adjacent_dense_dataset_audit.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/s5e2_adjacent_dense_dataset_audit.md
reports/s5e2_orbslam3_external_comparison.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/s5e2_orbslam3_external_comparison.md
reports/s5e3_s5e2_orbslam3_comparison.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/s5e3_s5e2_orbslam3_comparison.md
reports/s5e3_scale_calibrated_adjacent_dense_report.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/s5e3_scale_calibrated_adjacent_dense_report.md
reports/s5e4_s5e3_s5e2_orbslam3_comparison.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/s5e4_s5e3_s5e2_orbslam3_comparison.md
reports/s5e4_temporal_direction_head_report.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/s5e4_temporal_direction_head_report.md
reports/s5e5_s5e4_s5e3_s5e2_orbslam3_comparison.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/s5e5_s5e4_s5e3_s5e2_orbslam3_comparison.md
reports/s5e5_temporal_visual_backbone_report.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/s5e5_temporal_visual_backbone_report.md
reports/s5e6_robust_scale_guard_report.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/s5e6_robust_scale_guard_report.md
reports/s5e6_s5e5_s5e4_s5e3_s5e2_orbslam3_comparison.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/s5e6_s5e5_s5e4_s5e3_s5e2_orbslam3_comparison.md
